"Z","X","Y","zenith","azimuth","roll","Z_ground","intervalCentre","Created","intervalNo","Label"
210.487763108502,284433.036668507,5712916.93649904,45,5.29,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000093.png"
210.487763108502,284466.963331493,5712916.93649904,45,354.71,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000094.png"
210.487763108502,284500.31232857,5712923.170507,45,344.12,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000095.png"
210.487763108502,284531.947999641,5712935.42623127,45,333.53,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000096.png"
210.487763108502,284560.79302987,5712953.28631784,45,322.94,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000097.png"
210.487763108502,284585.865136348,5712976.1425629,45,312.35,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000098.png"
210.487763108502,284606.31051856,5713003.21662443,45,301.76,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000099.png"
210.487763108502,284621.432933537,5713033.58652773,45,291.18,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000100.png"
210.487763108502,284630.717405573,5713066.21806218,45,280.59,0,26.64,"[284450, 5713100, 26.64]",FALSE,2,"movie-000101.png"
208.207763108502,284783.847763108,5713100,45,270,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000102.png"
208.207763108502,284780.717405573,5713133.78193782,45,259.41,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000103.png"
208.207763108502,284771.432933537,5713166.41347227,45,248.82,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000104.png"
208.207763108502,284756.31051856,5713196.78337557,45,238.24,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000105.png"
208.207763108502,284735.865136348,5713223.8574371,45,227.65,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000106.png"
208.207763108502,284710.79302987,5713246.71368216,45,217.06,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000107.png"
208.207763108502,284681.947999641,5713264.57376873,45,206.47,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000108.png"
208.207763108502,284650.31232857,5713276.829493,45,195.88,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000109.png"
208.207763108502,284616.963331493,5713283.06350096,45,185.29,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000110.png"
208.207763108502,284583.036668507,5713283.06350096,45,174.71,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000111.png"
208.207763108502,284549.68767143,5713276.829493,45,164.12,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000112.png"
208.207763108502,284518.052000359,5713264.57376873,45,153.53,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000113.png"
208.207763108502,284489.20697013,5713246.71368216,45,142.94,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000114.png"
208.207763108502,284464.134863652,5713223.8574371,45,132.35,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000115.png"
208.207763108502,284443.68948144,5713196.78337557,45,121.76,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000116.png"
208.207763108502,284428.567066463,5713166.41347227,45,111.18,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000117.png"
208.207763108502,284419.282594427,5713133.78193782,45,100.59,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000118.png"
208.207763108502,284416.152236892,5713100,45,90,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000119.png"
208.207763108502,284419.282594427,5713066.21806218,45,79.41,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000120.png"
208.207763108502,284428.567066463,5713033.58652773,45,68.82,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000121.png"
208.207763108502,284443.68948144,5713003.21662443,45,58.24,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000122.png"
208.207763108502,284464.134863652,5712976.1425629,45,47.65,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000123.png"
208.207763108502,284489.20697013,5712953.28631784,45,37.06,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000124.png"
208.207763108502,284518.052000359,5712935.42623127,45,26.47,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000125.png"
208.207763108502,284549.68767143,5712923.170507,45,15.88,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000126.png"
208.207763108502,284583.036668507,5712916.93649904,45,5.29,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000127.png"
208.207763108502,284616.963331493,5712916.93649904,45,354.71,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000128.png"
208.207763108502,284650.31232857,5712923.170507,45,344.12,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000129.png"
208.207763108502,284681.947999641,5712935.42623127,45,333.53,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000130.png"
208.207763108502,284710.79302987,5712953.28631784,45,322.94,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000131.png"
208.207763108502,284735.865136348,5712976.1425629,45,312.35,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000132.png"
208.207763108502,284756.31051856,5713003.21662443,45,301.76,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000133.png"
208.207763108502,284771.432933537,5713033.58652773,45,291.18,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000134.png"
208.207763108502,284780.717405573,5713066.21806218,45,280.59,0,24.36,"[284600, 5713100, 24.36]",FALSE,3,"movie-000135.png"
206.417763108502,284783.847763108,5712950,45,270,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000136.png"
206.417763108502,284780.717405573,5712983.78193782,45,259.41,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000137.png"
206.417763108502,284771.432933537,5713016.41347227,45,248.82,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000138.png"
206.417763108502,284756.31051856,5713046.78337557,45,238.24,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000139.png"
206.417763108502,284735.865136348,5713073.8574371,45,227.65,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000140.png"
206.417763108502,284710.79302987,5713096.71368216,45,217.06,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000141.png"
206.417763108502,284681.947999641,5713114.57376873,45,206.47,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000142.png"
206.417763108502,284650.31232857,5713126.829493,45,195.88,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000143.png"
206.417763108502,284616.963331493,5713133.06350096,45,185.29,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000144.png"
206.417763108502,284583.036668507,5713133.06350096,45,174.71,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000145.png"
206.417763108502,284549.68767143,5713126.829493,45,164.12,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000146.png"
206.417763108502,284518.052000359,5713114.57376873,45,153.53,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000147.png"
206.417763108502,284489.20697013,5713096.71368216,45,142.94,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000148.png"
206.417763108502,284464.134863652,5713073.8574371,45,132.35,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000149.png"
206.417763108502,284443.68948144,5713046.78337557,45,121.76,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000150.png"
206.417763108502,284428.567066463,5713016.41347227,45,111.18,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000151.png"
206.417763108502,284419.282594427,5712983.78193782,45,100.59,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000152.png"
206.417763108502,284416.152236892,5712950,45,90,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000153.png"
206.417763108502,284419.282594427,5712916.21806218,45,79.41,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000154.png"
206.417763108502,284428.567066463,5712883.58652773,45,68.82,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000155.png"
206.417763108502,284443.68948144,5712853.21662443,45,58.24,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000156.png"
206.417763108502,284464.134863652,5712826.1425629,45,47.65,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000157.png"
206.417763108502,284489.20697013,5712803.28631784,45,37.06,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000158.png"
206.417763108502,284518.052000359,5712785.42623127,45,26.47,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000159.png"
206.417763108502,284549.68767143,5712773.170507,45,15.88,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000160.png"
206.417763108502,284583.036668507,5712766.93649904,45,5.29,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000161.png"
206.417763108502,284616.963331493,5712766.93649904,45,354.71,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000162.png"
206.417763108502,284650.31232857,5712773.170507,45,344.12,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000163.png"
206.417763108502,284681.947999641,5712785.42623127,45,333.53,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000164.png"
206.417763108502,284710.79302987,5712803.28631784,45,322.94,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000165.png"
206.417763108502,284735.865136348,5712826.1425629,45,312.35,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000166.png"
206.417763108502,284756.31051856,5712853.21662443,45,301.76,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000167.png"
206.417763108502,284771.432933537,5712883.58652773,45,291.18,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000168.png"
206.417763108502,284780.717405573,5712916.21806218,45,280.59,0,22.57,"[284600, 5712950, 22.57]",FALSE,4,"movie-000169.png"
204.677763108502,284783.847763108,5712800,45,270,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000170.png"
204.677763108502,284780.717405573,5712833.78193782,45,259.41,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000171.png"
204.677763108502,284771.432933537,5712866.41347227,45,248.82,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000172.png"
204.677763108502,284756.31051856,5712896.78337557,45,238.24,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000173.png"
204.677763108502,284735.865136348,5712923.8574371,45,227.65,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000174.png"
204.677763108502,284710.79302987,5712946.71368216,45,217.06,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000175.png"
204.677763108502,284681.947999641,5712964.57376873,45,206.47,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000176.png"
204.677763108502,284650.31232857,5712976.829493,45,195.88,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000177.png"
204.677763108502,284616.963331493,5712983.06350096,45,185.29,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000178.png"
204.677763108502,284583.036668507,5712983.06350096,45,174.71,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000179.png"
204.677763108502,284549.68767143,5712976.829493,45,164.12,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000180.png"
204.677763108502,284518.052000359,5712964.57376873,45,153.53,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000181.png"
204.677763108502,284489.20697013,5712946.71368216,45,142.94,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000182.png"
204.677763108502,284464.134863652,5712923.8574371,45,132.35,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000183.png"
204.677763108502,284443.68948144,5712896.78337557,45,121.76,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000184.png"
204.677763108502,284428.567066463,5712866.41347227,45,111.18,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000185.png"
204.677763108502,284419.282594427,5712833.78193782,45,100.59,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000186.png"
204.677763108502,284416.152236892,5712800,45,90,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000187.png"
204.677763108502,284419.282594427,5712766.21806218,45,79.41,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000188.png"
204.677763108502,284428.567066463,5712733.58652773,45,68.82,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000189.png"
204.677763108502,284443.68948144,5712703.21662443,45,58.24,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000190.png"
204.677763108502,284464.134863652,5712676.1425629,45,47.65,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000191.png"
204.677763108502,284489.20697013,5712653.28631784,45,37.06,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000192.png"
204.677763108502,284518.052000359,5712635.42623127,45,26.47,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000193.png"
204.677763108502,284549.68767143,5712623.170507,45,15.88,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000194.png"
204.677763108502,284583.036668507,5712616.93649904,45,5.29,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000195.png"
204.677763108502,284616.963331493,5712616.93649904,45,354.71,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000196.png"
204.677763108502,284650.31232857,5712623.170507,45,344.12,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000197.png"
204.677763108502,284681.947999641,5712635.42623127,45,333.53,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000198.png"
204.677763108502,284710.79302987,5712653.28631784,45,322.94,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000199.png"
204.677763108502,284735.865136348,5712676.1425629,45,312.35,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000200.png"
204.677763108502,284756.31051856,5712703.21662443,45,301.76,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000201.png"
204.677763108502,284771.432933537,5712733.58652773,45,291.18,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000202.png"
204.677763108502,284780.717405573,5712766.21806218,45,280.59,0,20.83,"[284600, 5712800, 20.83]",FALSE,5,"movie-000203.png"
204.817763108502,284933.847763108,5712800,45,270,0,20.97,"[284750, 5712800, 20.97]",FALSE,6,"movie-000204.png"
204.817763108502,284930.717405573,5712833.78193782,45,259.41,0,20.97,"[284750, 5712800, 20.97]",FALSE,6,"movie-000205.png"
204.817763108502,284921.432933537,5712866.41347227,45,248.82,0,20.97,"[284750, 5712800, 20.97]",FALSE,6,"movie-000206.png"
204.817763108502,284906.31051856,5712896.78337557,45,238.24,0,20.97,"[284750, 5712800, 20.97]",FALSE,6,"movie-000207.png"
